id,original,surface,pronunciation,status,image,image_page,wikidata,capital,continent,population,area_km2,established_year,description
109,コモロ連合,コモロ連合,コモロレンゴウ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Comoros.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Comoros.svg,Q970,モロニ,アフリカ,902348,2034,1975,コモロ連合、通称コモロは、インド洋のコモロ諸島のグランドコモロ島（ンジャジジャ島）、アンジュアン島（ヌズワニ島）、モヘリ島（ムワリ島）で構成される連邦共和制国家。
110,コンゴ,コンゴ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Republic_of_the_Congo.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Republic_of_the_Congo.svg,Q971,ブラザヴィル,アフリカ,6278845,342000,1960,中部アフリカに位置する共和制国家。東にコンゴ民主共和国、北にカメルーンと中央アフリカ共和国、西にガボン、南にアンゴラの飛地カビンダと国境を接している。首都はブラザヴィルである。
110,コンゴ共和国,コンゴ共和国,コンゴキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Republic_of_the_Congo.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Republic_of_the_Congo.svg,Q971,ブラザヴィル,アフリカ,6278845,342000,1960,中部アフリカに位置する共和制国家。東にコンゴ民主共和国、北にカメルーンと中央アフリカ共和国、西にガボン、南にアンゴラの飛地カビンダと国境を接している。首都はブラザヴィルである。
111,コスタリカ,コスタリカ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Costa_Rica.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Costa_Rica.svg,Q800,サンホセ,北アメリカ,5265575,51179.92,1821,コスタリカ共和国、通称コスタリカは、中央アメリカ南部に位置する共和制国家。北にニカラグア、南東にパナマと国境を接しており、南は太平洋、北はカリブ海に面している。
111,コスタリカ共和国,コスタリカ共和国,コスタリカキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Costa_Rica.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Costa_Rica.svg,Q800,サンホセ,北アメリカ,5265575,51179.92,1821,コスタリカ共和国、通称コスタリカは、中央アメリカ南部に位置する共和制国家。北にニカラグア、南東にパナマと国境を接しており、南は太平洋、北はカリブ海に面している。
112,コートジボワール,コートジボワール,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_C%C3%B4te_d%27Ivoire.svg,https://commons.wikimedia.org/wiki/File:Flag_of_C%C3%B4te_d%27Ivoire.svg,Q1008,ヤムスクロ,アフリカ,31165654,322463,1960,西アフリカの共和制国家である。東はガーナ、北はブルキナファソ、マリ、西はギニア、リベリアと国境を接し、南は大西洋に面する。
112,コートジボワール共和国,コートジボワール共和国,コートジボワールキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_C%C3%B4te_d%27Ivoire.svg,https://commons.wikimedia.org/wiki/File:Flag_of_C%C3%B4te_d%27Ivoire.svg,Q1008,ヤムスクロ,アフリカ,31165654,322463,1960,西アフリカの共和制国家である。東はガーナ、北はブルキナファソ、マリ、西はギニア、リベリアと国境を接し、南は大西洋に面する。
113,クロアチア,クロアチア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Croatia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Croatia.svg,Q224,ザグレブ,ヨーロッパ,3871833,56594,1991,クロアチア共和国、通称クロアチアは、南ヨーロッパのバルカン半島に位置する共和制国家である。首都はザグレブ。
113,クロアチア共和国,クロアチア共和国,クロアチアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Croatia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Croatia.svg,Q224,ザグレブ,ヨーロッパ,3871833,56594,1991,クロアチア共和国、通称クロアチアは、南ヨーロッパのバルカン半島に位置する共和制国家である。首都はザグレブ。
114,キューバ,キューバ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Cuba.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Cuba.svg,Q241,ハバナ,北アメリカ,10985974,109884,1898,キューバ共和国、通称キューバは、カリブ海の大アンティル諸島（西インド諸島の一部）で最も大きいキューバ島を主な領土とする社会主義共和制国家。首都はハバナ。
114,キューバ共和国,キューバ共和国,キューバキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Cuba.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Cuba.svg,Q241,ハバナ,北アメリカ,10985974,109884,1898,キューバ共和国、通称キューバは、カリブ海の大アンティル諸島（西インド諸島の一部）で最も大きいキューバ島を主な領土とする社会主義共和制国家。首都はハバナ。
115,キプロス,キプロス,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Cyprus.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Cyprus.svg,Q229,ニコシア,ヨーロッパ,1344976,9242.45,1960,西アジアの地中海東部に位置するキプロス島の大部分を占める共和制国家。首都はニコシア。EU加盟国。公用語はギリシア語およびトルコ語。
115,キプロス共和国,キプロス共和国,キプロスキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Cyprus.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Cyprus.svg,Q229,ニコシア,ヨーロッパ,1344976,9242.45,1960,西アジアの地中海東部に位置するキプロス島の大部分を占める共和制国家。首都はニコシア。EU加盟国。公用語はギリシア語およびトルコ語。
116,チェコ,チェコ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Czech_Republic.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Czech_Republic.svg,Q213,プラハ,ヨーロッパ,10909500,78871,1198,チェコ共和国、通称チェコは、中央ヨーロッパにある共和制国家。首都はプラハである。
116,チェコ共和国,チェコ共和国,チェコキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Czech_Republic.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Czech_Republic.svg,Q213,プラハ,ヨーロッパ,10909500,78871,1198,チェコ共和国、通称チェコは、中央ヨーロッパにある共和制国家。首都はプラハである。
116,チェキア,チェキア,チェキア,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Czech_Republic.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Czech_Republic.svg,Q213,プラハ,ヨーロッパ,10909500,78871,1198,チェコ共和国、通称チェコは、中央ヨーロッパにある共和制国家。首都はプラハである。
117,朝鮮民主主義人民共和国,朝鮮民主主義人民共和国,チョウセンミンシュシュギジンミンキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_North_Korea.svg,https://commons.wikimedia.org/wiki/File:Flag_of_North_Korea.svg,Q423,平壌市,アジア,26418204,120540,1948,東アジアに位置する社会主義共和制国家。首都は平壌市。
117,北朝鮮,北朝鮮,キタチョウセン,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_North_Korea.svg,https://commons.wikimedia.org/wiki/File:Flag_of_North_Korea.svg,Q423,平壌市,アジア,26418204,120540,1948,東アジアに位置する社会主義共和制国家。首都は平壌市。
118,コンゴ,コンゴ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Democratic_Republic_of_the_Congo.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Democratic_Republic_of_the_Congo.svg,Q974,キンシャサ,アフリカ,105789731,2344858,1960,中部アフリカに位置する共和制国家。首都はキンシャサ。
118,ザイール,ザイール,,former,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Zaire_%281971%E2%80%931997%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Zaire_%281971%E2%80%931997%29.svg,Q6500954,キンシャサ,アフリカ,46498539,2345410,1971,ザイール共和国、通称ザイールは、コンゴ民主共和国でモブツ・セセ・セコが権力を掌握していた1971年から1997年まで用いられていた国名である。
118,ザイール共和国,ザイール共和国,ザイールキョウワコク,former,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Zaire_%281971%E2%80%931997%29.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Zaire_%281971%E2%80%931997%29.svg,Q6500954,キンシャサ,アフリカ,46498539,2345410,1971,ザイール共和国、通称ザイールは、コンゴ民主共和国でモブツ・セセ・セコが権力を掌握していた1971年から1997年まで用いられていた国名である。
118,コンゴ民主共和国,コンゴ民主共和国,コンゴミンシュキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Democratic_Republic_of_the_Congo.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Democratic_Republic_of_the_Congo.svg,Q974,キンシャサ,アフリカ,105789731,2344858,1960,中部アフリカに位置する共和制国家。首都はキンシャサ。
119,デンマーク,デンマーク,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Denmark.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Denmark.svg,Q35,コペンハーゲン,ヨーロッパ,5822863,42925.46,800,デンマークは、北ヨーロッパに位置する国で、バルト海と北海に挟まれたユトランド半島およびその周辺の多数の島々から構成される。
119,デンマーク王国,デンマーク王国,デンマークオウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Denmark.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Denmark.svg,Q35,コペンハーゲン,ヨーロッパ,5822863,42925.46,800,デンマークは、北ヨーロッパに位置する国で、バルト海と北海に挟まれたユトランド半島およびその周辺の多数の島々から構成される。
120,ジブチ,ジブチ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Djibouti.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Djibouti.svg,Q977,ジブチ市,アフリカ,1152944,23200,1977,ジブチ共和国、通称ジブチは、アフリカ北東部に位置する共和制国家。首都はジブチ市。公用語はアラビア語でアラビア半島に極めて近くアラブ連盟の加盟国であるため、中東に含まれる場合もある。
120,ジブチ共和国,ジブチ共和国,ジブチキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Djibouti.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Djibouti.svg,Q977,ジブチ市,アフリカ,1152944,23200,1977,ジブチ共和国、通称ジブチは、アフリカ北東部に位置する共和制国家。首都はジブチ市。公用語はアラビア語でアラビア半島に極めて近くアラブ連盟の加盟国であるため、中東に含まれる場合もある。
121,ドミニカ,ドミニカ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Dominica.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Dominica.svg,Q784,ロゾー,北アメリカ,74656,751.096551,1978,カリブ海にある共和制国家。ウィンドワード諸島最北部に位置するドミニカ島を領土とする。島国であり、海を隔てて北西にフランス領グアドループが、南東にフランス領マルティニークが存在する。
121,ドミニカ国,ドミニカ国,ドミニカコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Dominica.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Dominica.svg,Q784,ロゾー,北アメリカ,74656,751.096551,1978,カリブ海にある共和制国家。ウィンドワード諸島最北部に位置するドミニカ島を領土とする。島国であり、海を隔てて北西にフランス領グアドループが、南東にフランス領マルティニークが存在する。
122,ドミニカ共和国,ドミニカ共和国,ドミニカキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Dominican_Republic.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Dominican_Republic.svg,Q786,サント・ドミンゴ,北アメリカ,10760028,48670.82,1844,西インド諸島の大アンティル諸島のイスパニョーラ島東部に位置する共和制国家。首都はサントドミンゴ。
123,エジプト,エジプト,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Egypt.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Egypt.svg,Q79,カイロ,アフリカ,107476864,1010407.87,1922,エジプト・アラブ共和国は、中東（西アジアおよび北アフリカ）に位置する共和制国家。首都はカイロであるが、カイロ東郊・新行政首都への首都移転が進められている。
123,エジプト・アラブ共和国,エジプト・アラブ共和国,エジプトアラブキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Egypt.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Egypt.svg,Q79,カイロ,アフリカ,107476864,1010407.87,1922,エジプト・アラブ共和国は、中東（西アジアおよび北アフリカ）に位置する共和制国家。首都はカイロであるが、カイロ東郊・新行政首都への首都移転が進められている。
124,エルサルバドル,エルサルバドル,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_El_Salvador.svg,https://commons.wikimedia.org/wiki/File:Flag_of_El_Salvador.svg,Q792,サンサルバドル,北アメリカ,6029976,21041,1841,エルサルバドル共和国、通称エルサルバドルは、中央アメリカ中部に位置する、ラテンアメリカの共和制国家である。
124,エルサルバドル共和国,エルサルバドル共和国,エルサルバドルキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_El_Salvador.svg,https://commons.wikimedia.org/wiki/File:Flag_of_El_Salvador.svg,Q792,サンサルバドル,北アメリカ,6029976,21041,1841,エルサルバドル共和国、通称エルサルバドルは、中央アメリカ中部に位置する、ラテンアメリカの共和制国家である。
125,エリトリア,エリトリア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Eritrea.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Eritrea.svg,Q986,アスマラ,アフリカ,3497000,117600,1993,アフリカの角と呼ばれるアフリカ大陸北東部に位置する国家。首都はアスマラ。
125,エリトリア国,エリトリア国,エリトリアコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Eritrea.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Eritrea.svg,Q986,アスマラ,アフリカ,3497000,117600,1993,アフリカの角と呼ばれるアフリカ大陸北東部に位置する国家。首都はアスマラ。
126,エチオピア,エチオピア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Ethiopia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Ethiopia.svg,Q115,アディスアベバ,アフリカ,128691692,1104300,1974,エチオピア連邦民主共和国、通称エチオピアは、東アフリカのアフリカの角地域に位置する連邦共和制の内陸国である。首都はアディスアベバ。
126,エチオピア連邦民主共和国,エチオピア連邦民主共和国,エチオピアレンポウミンシュキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Ethiopia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Ethiopia.svg,Q115,アディスアベバ,アフリカ,128691692,1104300,1974,エチオピア連邦民主共和国、通称エチオピアは、東アフリカのアフリカの角地域に位置する連邦共和制の内陸国である。首都はアディスアベバ。
127,フィジー,フィジー,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Fiji.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Fiji.svg,Q712,スバ,オセアニア島嶼部,926276,18274,1970,南太平洋のフィジー諸島とその北方のロツマ島からなる群島国家。領有する島や環礁は約330で、首都はビティレブ島のスバ。オセアニアのうちメラネシアに位置する。
127,フィジー共和国,フィジー共和国,フィジーキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Fiji.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Fiji.svg,Q712,スバ,オセアニア島嶼部,926276,18274,1970,南太平洋のフィジー諸島とその北方のロツマ島からなる群島国家。領有する島や環礁は約330で、首都はビティレブ島のスバ。オセアニアのうちメラネシアに位置する。
128,フィンランド,フィンランド,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Finland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Finland.svg,Q33,ヘルシンキ,ヨーロッパ,5652881,338478.34,1917,フィンランド共和国、通称フィンランドは、北ヨーロッパに位置する共和制国家。首都はヘルシンキ。
128,フィンランド共和国,フィンランド共和国,フィンランドキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Finland.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Finland.svg,Q33,ヘルシンキ,ヨーロッパ,5652881,338478.34,1917,フィンランド共和国、通称フィンランドは、北ヨーロッパに位置する共和制国家。首都はヘルシンキ。
129,リヒテンシュタイン,リヒテンシュタイン,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Liechtenstein.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Liechtenstein.svg,Q347,ファドゥーツ,ヨーロッパ,38020,160,1806,中央ヨーロッパ及び広義の西ヨーロッパに位置する立憲君主制国家。首都はファドゥーツで、最大都市はシャーン。通称はリヒテンシュタイン。
129,リヒテンシュタイン公国,リヒテンシュタイン公国,リヒテンシュタインコウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Liechtenstein.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Liechtenstein.svg,Q347,ファドゥーツ,ヨーロッパ,38020,160,1806,中央ヨーロッパ及び広義の西ヨーロッパに位置する立憲君主制国家。首都はファドゥーツで、最大都市はシャーン。通称はリヒテンシュタイン。
130,リトアニア,リトアニア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Lithuania.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Lithuania.svg,Q37,ヴィルニュス,ヨーロッパ,2860002,65300,1236,北ヨーロッパの共和制国家。首都はヴィリニュス。フィンランド、エストニア、ラトビアなどとともにバルト海東岸に位置する国の一つである。バルト三国の中では最も南に位置する。
130,リトアニア共和国,リトアニア共和国,リトアニアキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Lithuania.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Lithuania.svg,Q37,ヴィルニュス,ヨーロッパ,2860002,65300,1236,北ヨーロッパの共和制国家。首都はヴィリニュス。フィンランド、エストニア、ラトビアなどとともにバルト海東岸に位置する国の一つである。バルト三国の中では最も南に位置する。
131,ルクセンブルク,ルクセンブルク,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Luxembourg.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Luxembourg.svg,Q32,ルクセンブルク市,ヨーロッパ,690959,2586.36,1815,ルクセンブルク大公国、通称ルクセンブルクは、西ヨーロッパに位置する立憲君主制国家である。議院内閣制の大公国。首都はルクセンブルク市。
131,ルクセンブルク大公国,ルクセンブルク大公国,ルクセンブルクタイコウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Luxembourg.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Luxembourg.svg,Q32,ルクセンブルク市,ヨーロッパ,690959,2586.36,1815,ルクセンブルク大公国、通称ルクセンブルクは、西ヨーロッパに位置する立憲君主制国家である。議院内閣制の大公国。首都はルクセンブルク市。
132,マダガスカル,マダガスカル,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Madagascar.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Madagascar.svg,Q1019,アンタナナリボ,アフリカ,31964956,587295,1960,マダガスカル共和国、通称マダガスカルは、アフリカ大陸の南東海岸部から沖へ約400キロメートル離れた西インド洋にあるマダガスカル島および周辺の島々からなる島国。
132,マダガスカル共和国,マダガスカル共和国,マダガスカルキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Madagascar.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Madagascar.svg,Q1019,アンタナナリボ,アフリカ,31964956,587295,1960,マダガスカル共和国、通称マダガスカルは、アフリカ大陸の南東海岸部から沖へ約400キロメートル離れた西インド洋にあるマダガスカル島および周辺の島々からなる島国。
133,マラウィ,マラウィ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Malawi.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Malawi.svg,Q1020,リロングウェ,アフリカ,17563749,118484,1964,マラウイ共和国、通称マラウイは、アフリカ大陸南東部に位置する共和制国家。イギリス連邦加盟国のひとつ。旧称ニヤサランド。首都はリロングウェである。
133,マラウイ,マラウイ,マラウイ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Malawi.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Malawi.svg,Q1020,リロングウェ,アフリカ,17563749,118484,1964,マラウイ共和国、通称マラウイは、アフリカ大陸南東部に位置する共和制国家。イギリス連邦加盟国のひとつ。旧称ニヤサランド。首都はリロングウェである。
133,マラウイ共和国,マラウイ共和国,マラウイキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Malawi.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Malawi.svg,Q1020,リロングウェ,アフリカ,17563749,118484,1964,マラウイ共和国、通称マラウイは、アフリカ大陸南東部に位置する共和制国家。イギリス連邦加盟国のひとつ。旧称ニヤサランド。首都はリロングウェである。
134,マレーシア,マレーシア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Malaysia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Malaysia.svg,Q833,クアラルンプール,アジア,34231700,330803,1963,東南アジアに位置し、マレー半島南部およびボルネオ島北部からなる連邦立憲君主制国家。首都はクアラルンプール。イギリス連邦加盟国のひとつ。
135,モルディブ,モルディブ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Maldives.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Maldives.svg,Q826,マレ,アジア,436330,298,1965,モルディブ共和国、通称モルディブは、インド洋上のモルディブ諸島を領土とする島国。インドとスリランカの南西に点在する1 192の島から構成される。
135,モルディブ共和国,モルディブ共和国,モルディブキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Maldives.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Maldives.svg,Q826,マレ,アジア,436330,298,1965,モルディブ共和国、通称モルディブは、インド洋上のモルディブ諸島を領土とする島国。インドとスリランカの南西に点在する1 192の島から構成される。
136,マリ,マリ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mali.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mali.svg,Q912,バマコ,アフリカ,22395489,1240192,1960,西アフリカにある共和制国家。首都はバマコである。西をモーリタニア、セネガル、北をアルジェリア、東をニジェール、南をブルキナファソ、コートジボワール、ギニアに囲まれた内陸国である。
136,マリ共和国,マリ共和国,マリキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mali.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mali.svg,Q912,バマコ,アフリカ,22395489,1240192,1960,西アフリカにある共和制国家。首都はバマコである。西をモーリタニア、セネガル、北をアルジェリア、東をニジェール、南をブルキナファソ、コートジボワール、ギニアに囲まれた内陸国である。
137,マルタ,マルタ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Malta.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Malta.svg,Q233,バレッタ,ヨーロッパ,553214,316,1964,南ヨーロッパの共和制国家。イギリス連邦および欧州連合（EU）の加盟国で、公用語はマルタ語と英語、通貨はユーロ、首都はバレッタである。
137,マルタ共和国,マルタ共和国,マルタキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Malta.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Malta.svg,Q233,バレッタ,ヨーロッパ,553214,316,1964,南ヨーロッパの共和制国家。イギリス連邦および欧州連合（EU）の加盟国で、公用語はマルタ語と英語、通貨はユーロ、首都はバレッタである。
138,マーシャル,マーシャル,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Marshall_Islands.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Marshall_Islands.svg,Q709,マジュロ,オセアニア,54366,181.43,1979,マーシャル諸島共和国、通称マーシャル諸島は、太平洋上に浮かぶ島国で、ミニ国家の一つ。島々を構成する多くが環礁で「真珠の首飾り」とも呼ばれるマーシャル諸島全域を領土とする。
138,マーシャル諸島,マーシャル諸島,マーシャルショトウ,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Marshall_Islands.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Marshall_Islands.svg,Q709,マジュロ,オセアニア,54366,181.43,1979,マーシャル諸島共和国、通称マーシャル諸島は、太平洋上に浮かぶ島国で、ミニ国家の一つ。島々を構成する多くが環礁で「真珠の首飾り」とも呼ばれるマーシャル諸島全域を領土とする。
138,マーシャル諸島共和国,マーシャル諸島共和国,マーシャルショトウキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Marshall_Islands.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Marshall_Islands.svg,Q709,マジュロ,オセアニア,54366,181.43,1979,マーシャル諸島共和国、通称マーシャル諸島は、太平洋上に浮かぶ島国で、ミニ国家の一つ。島々を構成する多くが環礁で「真珠の首飾り」とも呼ばれるマーシャル諸島全域を領土とする。
139,モーリタニア,モーリタニア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mauritania.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mauritania.svg,Q1025,ヌアクショット,アフリカ,4736139,1030700,1960,モーリタニア・イスラム共和国、通称モーリタニアは、アフリカ北西部に位置する共和制国家。
139,モーリタニア・イスラム共和国,モーリタニア・イスラム共和国,モーリタニアイスラムキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mauritania.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mauritania.svg,Q1025,ヌアクショット,アフリカ,4736139,1030700,1960,モーリタニア・イスラム共和国、通称モーリタニアは、アフリカ北西部に位置する共和制国家。
140,モーリシャス,モーリシャス,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mauritius.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mauritius.svg,Q1027,ポートルイス,アフリカ,1264613,2040,1968,モーリシャス共和国、通称モーリシャスは、イギリス連邦加盟国の1つで、首都はポートルイスと定められている。
140,モーリシャス共和国,モーリシャス共和国,モーリシャスキョウワコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mauritius.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mauritius.svg,Q1027,ポートルイス,アフリカ,1264613,2040,1968,モーリシャス共和国、通称モーリシャスは、イギリス連邦加盟国の1つで、首都はポートルイスと定められている。
141,メキシコ,メキシコ,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mexico.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mexico.svg,Q96,メキシコシティ,北アメリカ,132274416,1972550,1810,メキシコ合衆国は、ラテンアメリカ地域においてはブラジルに次いで第2位に位置する。人口は増加傾向であり、2019年統計で日本を抜いて世界10位となった。
141,メキシコ合衆国,メキシコ合衆国,メキシコガッシュウコク,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_Mexico.svg,https://commons.wikimedia.org/wiki/File:Flag_of_Mexico.svg,Q96,メキシコシティ,北アメリカ,132274416,1972550,1810,メキシコ合衆国は、ラテンアメリカ地域においてはブラジルに次いで第2位に位置する。人口は増加傾向であり、2019年統計で日本を抜いて世界10位となった。
142,ミクロネシア,ミクロネシア,,current,http://commons.wikimedia.org/wiki/Special:FilePath/Flag_of_the_Federated_States_of_Micronesia.svg,https://commons.wikimedia.org/wiki/File:Flag_of_the_Federated_States_of_Micronesia.svg,Q702,パリキール,オセアニア,75817,702,1947,ミクロネシア連邦、通称ミクロネシアは、オセアニア・ミクロネシア地域に位置する共和制国家。首都はポンペイ島のパリキール。
